Nombre Municipio,Departamento,Tipo de Nombre,Significado
BOGOTÁ, D.C.,Origen Indigena,"Del muisca ""Bacatá"""
CARTAGENA DE INDIAS,BOLÍVAR,Origen Europeo,Por Cartagena en España inspirada en la fenicia
ACHÍ,BOLÍVAR,Origen Indigena,Nombre indígena sin significado detallado
BAJO BAUDÓ,CHOCÓ,Origen Natural,Por el río Baudó y la geografía local
ISTMINA,CHOCÓ,Origen Natural,Por estar en el istmo que conecta regiones
BAGADÓ,CHOCÓ,Origen Indigena,Nombre indígena sin dato exacto
URIBIA,LA GUAJIRA,Origen por nombre de una persona,Por Rafael Uribe Uribe
ALBANIA,LA GUAJIRA,Origen Europeo,Por Albania en Europa
RÍOHACHA,LA GUAJIRA,Origen Indigena,Por río ancestral y cabecera indígena
MANIZALES,CALDAS,Origen Indigena,Del vocablo indígena con referencia a territorio habitado
AGUADAS,CALDAS,Origen Natural,Por abundancia de agua
MARMATO,CALDAS,Origen Indigena,Por nombre indígena local
NARIÑO,CUNDINAMARCA,Origen por nombre de una persona,Por Antonio Nariño
CHOCONTÁ,CUNDINAMARCA,Origen Indigena,Del muisca 'cultivo del aliado'
GUAMAL,MAGDALENA,Origen Natural,Por abundancia del árbol guamo
ALMEIDA,BOYACÁ,Origen Indigena,Derivado de nombre indígena
ARCABUCO,BOYACÁ,Origen Indigena,Por cacique o término indígena
BUENAVISTA,BOYACÁ,Origen Natural,Por observatorio natural o bello panorama
BUSBANZÁ,BOYACÁ,Origen Indigena,Por pueblo indígena embera o término muisca
CALDAS,BOYACÁ,Origen por nombre de una persona,Por Francisco José de Caldas
UBATÉ,CUNDINAMARCA,Origen Indigena,Del muisca: 'tierra cerrada' o 'cercado de manantiales'
TUNJA,BOYACÁ,Origen Indigena,"Del muisca ""Hunza"""
SACHICA,BOYACÁ,Origen Indigena,Por cacique o territorio muisca
TENZA,BOYACÁ,Origen Indigena,Por valle claro o lugar iluminado muisca
VILLA DE LEYVA,BOYACÁ,Origen Indigena,Por fundador español Don Antonio de Leyva y referencia indígena local
SABOYA,BOYACÁ,Origen Indigena,Por palabra indígena significado no documentado
ZETAQUIRA,BOYACÁ,Origen Indigena,"Por cacique muisca ""Zetaqui"""
AGUADA,SANTANDER,Origen Natural,Por abundancia de aguas o fuentes
BARICHARA,SANTANDER,Origen Indigena,Posible origen indígena en nombre de pueblo
BOLÍVAR,SANTANDER,Origen por nombre de una persona,Por Simón Bolívar
CERINZA,BOYACÁ,Origen Indigena,Nombre indígena muisca
GACHANTIVÁ,BOYACÁ,Origen Indigena,Por vocablo muisca que significa 'cercado y labranza'
GÜICÁN DE LA SIERRA,BOYACÁ,Origen Indigena,Por vocablo indígena para habitante local
LABRANZAGRANDE,BOYACÁ,Origen Natural,Por actividad agrícola de colonos
MONGUA,BOYACÁ,Origen Indigena,Por palabra muisca con significado puntual
PUERTO BOYACÁ,BOYACÁ,Origen Natural,Por ubicación en el río Magdalena albergando puerto
RAMIRIQUÍ,BOYACÁ,Origen Indigena,Del cacique Ramiriquí muisca
SANTUARIO,RISARALDA,Origen Religioso,Por santuario católico en la zona
SANTANDER,SANTANDER,Origen por nombre de una persona,Por Francisco de Paula Santander
SAN BENITO,SANTANDER,Origen Religioso,En honor a San Benito Abad
AGUAZUL,CASANARE,Origen Natural,Por abundancia de agua en la jurisdicción
EL DOVIO,VALLE DEL CAUCA,Origen Natural,Por topografía con desniveles
PALMIRA,VALLE DEL CAUCA,Origen Natural,Por abundancia de palmas
SANTIAGO DE CALI,VALLE DEL CAUCA,Origen Religioso,Por Santiago Apóstol y distrito Cali
PUERTO NARIÑO,AMAZONAS,Origen por nombre de una persona,Por Antonio Nariño
SAN ANDRÉS,ARCHIPIÉLAGO DE SAN ANDRÉS  PROVIDENCIA Y SANTA CATALINA,Origen Religioso,En honor a San Andrés apóstol
VILLAVIEJA,HUILA,Origen Indigena,Por pueblo indígena precolombino
Guachucal,Nariño,Origen Indigena,Nombre de raíz quechua propio de los indígenas pastos de la región
Guaitarilla,Nariño,Origen Indigena,Nombre indígena pasto
Gualmatán,Nariño,Origen Indigena,Nombre indígena pasto o quillacinga
Guapota,Santander,Origen Indigena,Nombre chibcha
Guaranda,Sucre,Origen Indigena,Por el pueblo indígena guaranda o topónimo ancestral
Guavatá,Santander,Origen Indigena,Guavatá palabra chibcha: “labranza de nuestro cacique”
Valle del Guamuez,Putumayo,Origen Indigena,Nombre de origen indígena
Paratebueno,Cundinamarca,Otro Origen,"Origen anecdótico: nombre de finca donde ""paraba bueno” (se podía parar a descansar)"
La Belleza,Santander,Otro Origen,Por lo hermoso del lugar; puesto así por el párroco durante la fundación
Arroyohondo,Bolívar,Origen Natural,Por el arroyo profundo junto al pueblo
Cantagallo,Bolívar,Origen Indigena,Deformación de Huacagallo
Soplaviento,Bolívar,Otro Origen,Por los fuertes vientos en la región
Moñitos,Córdoba,Otro Origen,Por las casas nativas con “moños” de palma en sus techos
Planeta Rica,Córdoba,Otro Origen,Nombre puesto por su abundancia natural (“planeta rico”)
Puerto Escondido,Córdoba,Otro Origen,Por estar el puerto oculto o difícil de encontrar
El Difícil,Magdalena,Otro Origen,Por las dificultades para llegar y fundar el pueblo
Matanza,Santander,Origen Indigena,En honor al cacique Matanza; no por masacre
Lenguazaque,Cundinamarca,Origen Indigena,Del muisca: “límite de las tierras del Zaque”
Barbacoas,Nariño,Origen Indigena,"Por las casas sobre pilotes (""barbacoas"") de los nativos"
Palocabildo,Tolima,Otro Origen,Por una reunión de cabildo debajo de un palo
Angelópolis,Antioquia,Origen Europeo,"Inspiración griega (""polis"" ciudad de ángeles) propuesta por sacerdote fundador"
Saladoblanco,Huila,Origen Natural,Por la presencia de fuentes de agua salada clara (sal blanca)
Fundación,Magdalena,Origen Religioso,"Fundación de San Carlos de San Sebastián; doble advocación católica; ahora sólo ""Fundación"""
Distracción,La Guajira,Otro Origen,"Por el nombre de la finca ""La Distracción"""
Ragonvalia,Norte de Santander,Origen por nombre de una persona,"Acrónimo de ""Ramón González Valencia"""
Mutiscua,Norte de Santander,Otro Origen,"Contracción de ""Mutis"" (Manuel Mutis Gama"
Pamplonita,Norte de Santander,Origen Europeo,Disminutivo de Pamplona (España)
Arauquita,Arauca,Origen Indigena,Disminutivo de Arauca; de allí la etnia-pueblo y el río
Sincelejo,Sucre,Origen Indigena,"Diminutivo de ""Since"""
Barranca de Upía,Meta,Otro Origen,Por su ubicación sobre la barranca del río Upía
Barrancominas,Guainía,Otro Origen,Por minas en los barrancos del área
Urumita,La Guajira,Origen Indigena,Nombre indígena
Villarrica,Tolima,Otro Origen,Por “villa rica” en recursos
Villa Rica,Cauca,Otro Origen,Por “villa rica” en recursos
Villamayor de Cundinamarca,Cundinamarca,Otro Origen,Por ser una villa “mayor”
Villanueva,Varias,Otro Origen,Por ser “villa nueva”
Villahermosa,Tolima,Otro Origen,Por ser una villa “hermosa” (bella
Villanueva,Varias departamentos,Otro Origen,Por ser “villa nueva” (topónimo frecuente)
Campoalegre,Huila,Otro Origen,Por la alegría del lugar
Campohermoso,Boyacá,Otro Origen,Por lo hermoso (belleza) del campo
Puerto Caicedo,Putumayo,Origen por nombre de una persona,En homenaje al ingeniero Juan María Caicedo Martínez
Puerto Leguízamo,Putumayo,Origen por nombre de una persona,En homenaje a Cándido Leguízamo
Puerto Guzmán,Putumayo,Origen por nombre de una persona,En homenaje a Jorge Julio Guzmán
Puerto Rico,Meta,Origen Europeo,Por la isla de Puerto Rico
Puerto Rico,Caquetá,Origen Europeo,Por la isla de Puerto Rico (nombre traído por colonos)
Puerto Rico,Bolívar,Origen Europeo,"Por la empresa cauchera ""Puerto Rico"""
Puerto Carreño,Vichada,Origen por nombre de una persona,En honor a Pedro María Carreño
Puerto Gaitán,Meta,Origen por nombre de una persona,En honor a Jorge Eliécer Gaitán
Puerto Lleras,Meta,Origen por nombre de una persona,En honor a Alberto Lleras Camargo
Puerto López,Meta,Origen por nombre de una persona,En honor a Alfonso López Pumarejo
Puerto Concordia,Meta,Otro Origen,Por la concordia (armonía) entre colonos
Puerto Meluk,Chocó,Origen por nombre de una persona,En honor a Alfonso Meluk
Campoalegre,Huila,Otro Origen,Por ser un campo alegre y fértil
Campohermoso,Boyacá,Otro Origen,Por lo hermoso/belleza del campo
Atrato,Chocó,Origen Natural,Nombrado por el río Atrato que cruza el municipio.
Barrancas,La Guajira,Origen Natural,Llamado así por las barrancas a orillas del río Ranchería.
Barranco de Loba,Bolívar,Origen Natural,Por una barranca habitada por lobos en la zona.
Belmira,Antioquia,Origen Europeo,"Alusión a la belleza del lugar de ""bella mira"" en español antiguo."
Bituima,Cundinamarca,Origen Indigena,"Significa ""gran señora"" en lengua muisca."
Bojayá,Chocó,Origen Indigena,Nombre de raíz no precisada relacionado con grupos indígenas locales.
Bolívar,Cauca,Origen por nombre de una persona,En honor a Simón Bolívar Libertador de Colombia.
Bolívar,Valle del Cauca,Origen por nombre de una persona,En honor a Simón Bolívar Libertador de Colombia.
Buenavista,Córdoba,Origen Natural,Por la excelente vista panorámica que ofrece la localidad.
Buenavista,Quindío,Origen Natural,Por la “buena vista” que se aprecia desde la zona.
Buenavista,Sucre,Origen Natural,Por los hermosos paisajes que se pueden ver desde allí.
Buenos Aires,Cauca,Origen Natural,Por los vientos frescos y agradables del lugar.
Buesaco,Nariño,Origen Indigena,Nombre derivado de la etnia indígena Buesaco.
Cacahual,Guainía,Origen Natural,Por la abundancia de árboles de cacao en la región.
Cáchota,Norte de Santander,Origen Indigena,Significa “gran labranza” en lengua chibcha.
Cajibío,Cauca,Origen Indigena,Palabra indígena que significa “lugar donde se recoge agua en manos”.
Calamar,Bolívar,Origen Natural,Nombrado por la abundancia de calamares en el río Magdalena.
Calamar,Guaviare,Origen Natural,Por la presencia de calamares en el río Guaviare.
Caldono,Cauca,Origen Indigena,Nombre tomado de la comunidad indígena Caldono.
Caloto,Cauca,Origen Indigena,Nombre del cacique indígena Caloto.
Campamento,Antioquia,Origen Natural,Por ser lugar de campamento en época de la colonización.
Canalete,Córdoba,Origen Natural,Por los caños o canales de agua que cruzan el territorio.
Capitanejo,Santander,Origen Indigena,Nombrado por el cacique indígena Capitán.
Cerrito,Santander,Origen Natural,Por los pequeños cerros que rodean el municipio.
Cerro de San Antonio,Magdalena,Origen Natural,Por un cerro dedicado a San Antonio a orillas del Magdalena.
Cértegui,Chocó,Origen Indigena,Nombre de un cacique indígena local.
Chalán,Sucre,Origen Indigena,Nombre relacionado a población indígena precolombina.
Charalá,Santander,Origen Indigena,Palabra indígena que significa “tierra de pescadores”.
Chivolo,Magdalena,Origen Indigena,Por el río Chivolo o etnia local del mismo nombre.
Chivor,Boyacá,Origen Indigena,"Significa ""nido azul"" por los yacimientos de esmeraldas."
Cimitarra,Santander,Origen Natural,Por la forma de cimitarra (espada) del río que cruza la zona.
Circasia,Quindío,Origen Europeo,Por la región del Cáucaso llamada Circassia.
Ciudad Bolívar,Antioquia,Origen por nombre de una persona,En honor a Simón Bolívar Libertador.
Colosó,Sucre,Origen Indigena,Nombre indígena local sin significado claro.
Concordia,Magdalena,Otro Origen,Por el ideal de concordia o acuerdo entre sus fundadores.
Condoto,Chocó,Origen Indigena,Nombre del río Condoto voz indígena.
Confines,Santander,Otro Origen,Por estar en el límite o “confín” de dos provincias.
Consacá,Nariño,Origen Indigena,Nombre derivado de la lengua indígena quillacinga.
Contadero,Nariño,Origen Indigena,De raíz indígena pasto se refiere a un sitio de paso o “conteo”.
Convención,Norte de Santander,Otro Origen,Por un histórico “pacto” o convención política en la zona.
Córdoba,Bolívar,Origen Europeo,En honor a la ciudad española de Córdoba.
Córdoba,Nariño,Origen Europeo,En honor a la ciudad española de Córdoba.
Córdoba,Quindío,Origen Europeo,En honor a la ciudad española de Córdoba.
Corinto,Cauca,Origen Europeo,Por la ciudad griega de Corinto.
Corrales,Boyacá,Origen Natural,Por los corrales de ganado construidos por los colonizadores.
Coyaima,Tolima,Origen Indigena,Nombre del cacique indígena Coyaima.
Cravo Norte,Arauca,Origen Indigena,Del vocablo indígena “cravo” que significa “río de mucha agua”.
Cuaspud Carlosama,Nariño,Origen Indigena,Combinación de nombres de caciques Cuaspud y Carlosama.
Cucutilla,Norte de Santander,Origen Indigena,Disminutivo de Cúcuta voz indígena.
Cumbal,Nariño,Origen Indigena,Nombre de la montaña sagrada para los pastos.
Cumbitara,Nariño,Origen Indigena,Nombre indígena local etnia o río de la región.
Curillo,Caquetá,Origen Indigena,Palabra indígena que significa “río de los curillos”.
Dibulla,La Guajira,Origen Indigena,Nombre derivado de la comunidad indígena dibulla.
Dolores,Tolima,Origen Religioso,En honor a Nuestra Señora de los Dolores.
Dosquebradas,Risaralda,Origen Natural,Por estar entre dos quebradas.
El Águila,Valle del Cauca,Origen Natural,Por la presencia del ave águila en la región.
El Banco,Magdalena,Origen Natural,Por las barrancas y bancos de arena del río Magdalena.
El Cantón del San Pablo,Chocó,Origen Natural,En referencia al río San Pablo y un antiguo cantón militar.
El Carmen de Atrato,Chocó,Origen Natural,Por la Virgen del Carmen y el río Atrato.
El Castillo,Meta,Origen Natural,"Por la colina ""El Castillo"" que asemeja un castillo natural."
El Cerrito,Valle del Cauca,Origen Natural,Por las lomas o cerritos que rodean la localidad.
El Cocuy,Boyacá,Origen Indigena,Palabra chibcha que significa “valle de las conchas”.
El Colegio,Cundinamarca,Otro Origen,Por haber funcionado un colegio religioso en la zona.
El Copey,Cesar,Origen Indigena,Nombre del río Copey de raíz indígena.
El Doncello,Caquetá,Otro Origen,Por el apodo de un colono llamado “El Doncello”.
El Encanto,Amazonas,Origen Natural,Por la belleza natural que sorprendió a quienes lo fundaron.
El Litoral del San Juan,Chocó,Origen Natural,Por estar a orillas del río San Juan.
El Molino,La Guajira,Origen Natural,Por un molino usado en la antigua hacienda local.
El Paso,Cesar,Origen Natural,Por el paso o vado sobre el río Cesar.
El Paujil,Caquetá,Origen Natural,Por el ave paujil abundante en la región.
El Peñol,Nariño,Origen Natural,Por la peña o roca grande del lugar.
El Peñón,Bolívar,Origen Natural,Por un peñón o roca prominente cerca del río Magdalena.
El Peñón,Cundinamarca,Origen Natural,Por peña o roca característica de la zona.
El Peñón,Santander,Origen Natural,Por las formaciones rocosas o peñones de su territorio.
El Playón,Santander,Origen Natural,Por los playones o zonas arenosas del río.
El Retén,Magdalena,Otro Origen,Llamado así por el retén aduanero que existió en la zona.
El Retorno,Guaviare,Otro Origen,Porque fue sitio de retorno para colonos desplazados.
El Roble,Sucre,Origen Natural,Por los árboles de roble que había en el área.
El Tablón de Gómez,Nariño,Otro Origen,Por una gran tabla de madera que sirvió de asentamiento a su fundador Gómez.
El Tambo,Cauca,Origen Indigena,Tambo significa “posada” en quechua; usado por indígenas y colonos.
El Tambo,Nariño,Origen Indigena,Tambo significa “posada” en quechua lugar de descanso.
Encino,Santander,Origen Natural,Por los bosques de encino de la región.
Enciso,Santander,Origen por nombre de una persona,En honor a Juan de Enciso poeta o fundador.
Filandia,Quindío,Origen Europeo,Por Finlandia como alusión a país europeo por fundadores.
Francisco Pizarro,Nariño,Origen por nombre de una persona,En honor al conquistador español Francisco Pizarro.
Fresno,Tolima,Origen Natural,Por los árboles de fresno de la región.
Fuente de Oro,Meta,Origen Natural,Por fuentes de agua y la riqueza del suelo.
Gachancipá,Cundinamarca,Origen Indigena,Palabra muisca que significa “cercado del señor de Gacha”.
Galeras,Sucre,Origen Natural,Por los cerros o galerías de montañas de la zona.
Gigante,Huila,Origen Natural,"Nombrado por una roca de gran tamaño llamada ""La Piedra del Gigante""."
Girardot,Cundinamarca,Origen por nombre de una persona,En honor al general Atanasio Girardot.
Gramalote,Norte de Santander,Origen Natural,Por la abundancia de “gramalote”
Guacarí,Valle del Cauca,Origen Indigena,Palabra que significa “río de los guacas” en lengua indígena local. una hierba que cubría la zona.
Guachené,Cauca,Origen Indigena,Nombre del cacique indígena Guachené.
Guadalajara de Buga,Valle del Cauca,Origen Europeo,Por la ciudad de Guadalajara en España y el río Buga.
Guapotá,Santander,Origen Indigena,"Palabra chibcha: ""guapotá"" significa ""nuestra labranza""."
Hatillo de Loba,Bolívar,Origen Natural,Nombrado por la presencia de lobos en un pequeño monte o hatillo.
Hato,Santander,Origen Natural,Por la existencia de hatos (extensiones de ganado) en la región.
Hato Corozal,Casanare,Origen Natural,Por los hatos y abundancia de palmas de corozo.
Hatonuevo,La Guajira,Origen Natural,"Por ser un asentamiento de ganado (""hato"") nuevo en la zona."
Herveo,Tolima,Origen Indigena,De la voz indígena Herveo
Iles,Nariño,Origen Indigena,Nombre indígena en lengua pasto. nombre original del territorio.
Imués,Nariño,Origen Indigena,Nombre propio de la etnia indígena Imués.
Inzá,Cauca,Origen Indigena,Por el cacique Inzá
Jambaló,Cauca,Origen Indigena,Nombre de origen nasa jefe paez de la región.
Jamundí,Valle del Cauca,Origen Indigena,Por el cacique Jamundí del pueblo jamundí. pueblo indígena local.
Juradó,Chocó,Origen Indigena,Topónimo indígena sin significado preciso documentado.
La Apartada,Córdoba,Otro Origen,Por estar separado (apartado) de otros caseríos.
La Calera,Cundinamarca,Origen Natural,Por la existencia de minas de cal en el área.
La Chorrera,Amazonas,Origen Natural,Por las numerosas cascadas o chorreras del río.
La Cumbre,Valle del Cauca,Origen Natural,Por ubicarse en la cima de la cordillera.
La Gloria,Cesar,Origen Religioso,Por la devoción católica a la Virgen de La Gloria.
La Guadalupe,Guainía,Origen Religioso,En honor a la Virgen de Guadalupe.
La Llanada,Nariño,Origen Natural,Por ser un extenso llano en la región andina.
La Macarena,Meta,Origen Religioso,En honor a la Virgen de la Macarena.
La Mesa,Cundinamarca,Origen Natural,Por su ubicación en una meseta.
La Montañita,Caquetá,Origen Natural,Por la cantidad de pequeñas montañas en la región.
La Palma,Cundinamarca,Origen Natural,Por la abundancia de palmas en el territorio.
La Paz,Cesar,Otro Origen,Por el deseo de paz entre antiguos colonos.
La Paz,Santander,Otro Origen,Por el deseo de paz entre comunidades vecinas.
La Pedrera,Amazonas,Origen Natural,Por la presencia de muchas piedras o zonas pedregosas.
La Peña,Cundinamarca,Origen Natural,Por encontrarse junto a una peña o roca prominente.
La Plata,Huila,Origen Natural,Por los hallazgos de plata en los alrededores al momento de la conquista.
La Playa,Norte de Santander,Origen Natural,Por ubicarse junto a una playa fluvial del río Zulia.
La Primavera,Vichada,Origen Natural,Por el clima y abundante vegetación
La Salina,Casanare,Origen Natural,Por la existencia de salinas naturales en la zona. que recuerdan la primavera.
La Sierra,Cauca,Origen Natural,Por su ubicación entre sierras o montañas.
La Tola,Nariño,Origen Indigena,Nombre del pueblo indígena tola ancestral de la zona.
La Unión,Nariño,Otro Origen,Por la unión de diferentes caminos o veredas en el sitio fundador.
La Unión,Sucre,Otro Origen,Por el acuerdo o unión de comunidades en la región.
La Unión,Valle del Cauca,Otro Origen,En referencia a la unión de caminos/corrientes de agua.
La Vega,Cauca,Origen Natural,Por las vegas o zonas fértiles junto al río.
La Vega,Cundinamarca,Origen Natural,Por las vegas o terrenos bajos y fértiles en su valle.
La Victoria,Amazonas,Otro Origen,Por la victoria de un hito exploratorio o de colonización.
La Victoria,Boyacá,Otro Origen,Por la victoria obtenida sobre dificultades o en fundaciones locales.
La Victoria,Valle del Cauca,Otro Origen,Como conmemoración a un éxito fundacional o agrícola.
Lejanías,Meta,Otro Origen,Por encontrarse en la lejanía respecto de los principales centros urbanos.
Los Andes,Nariño,Origen Natural,Por estar enclavado en la cordillera de los Andes.
Los Córdobas,Córdoba,Origen por nombre de una persona,En honor a los hermanos Córdoba
Los Patios,Norte de Santander,Otro Origen,Por la existencia de grandes patios y corrales en la época colonial. próceres de la independencia.
Magüí,Nariño,Origen Indigena,Nombre indígena local
Maicao,La Guajira,Origen Indigena,"Significa ""tierra de muchas aguas"" en wayuunaiki. probablemente de habla awá."
Manaure Balcón del Cesar,Cesar,Origen Indigena,"Manaure viene de un cacique indígena de la sierra; ""Balcón del Cesar"" por la vista sobre el valle."
Maní,Casanare,Origen Indigena,Por el cacique Maní o el fruto del maní silvestre en la región.
Medio Atrato,Chocó,Origen Natural,Por su ubicación en la zona media del río Atrato.
Medio Baudó,Chocó,Origen Natural,Por estar en la parte media del río Baudó.
Medio San Juan,Chocó,Origen Natural,Por territorio en la región media del río San Juan.
Melgar,Tolima,Origen por nombre de una persona,En homenaje a José María Melgar
Mercaderes,Cauca,Otro Origen,Por ser punto de reunión tradicional de mercaderes y comerciantes. líder local.
Mesetas,Meta,Origen Natural,Por la serie de mesetas o altiplanos en la sabana.
Milán,Caquetá,Origen Europeo,Por la ciudad italiana de Milán
Mirití - Paraná,Amazonas,Origen Indigena,Por las etnias Mirití y el río Paraná en la zona. nombre dado por colonos.
Mogotes,Santander,Origen Natural,Por los mogotes o colinas pronunciadas que rodean el municipio.
Montecristo,Bolívar,Origen Europeo,"En alusión a la isla y la novela ""El conde de Montecristo""."
Montenegro,Quindío,Origen Europeo,Por la región europea de Montenegro.
Montería,Córdoba,Origen Natural,Por las monterías o cacerías tradicionales en la zona.
Morichal,Guainía,Origen Natural,Por la abundancia de palmas moriche.
Morroa,Sucre,Origen Indigena,Nombre de la etnia indígena Morúa o de palabra local.
Nariño,Nariño,Origen por nombre de una persona,En honor a Antonio Nariño
Natagaima,Tolima,Origen Indigena,Por los pueblos indígenas nataga y gaima prócer de la independencia.
Nemocón,Cundinamarca,Origen Indigena,Significa “lamento del guerrero” en lengua muisca. fusionados en la época colonial.
Nocaima,Cundinamarca,Origen Indigena,Nombre muisca que significa “lugar de descanso del cacique”.
Norcasia,Caldas,Otro Origen,Por “norte de Caldas” y “Asia”; contracción geográfica.
Nóvita,Chocó,Otro Origen,"Por las ""novedades"" o el descubrimiento de oro en la zona colonial."
Nuevo Belén de Bajirá,Chocó,Otro Origen,Belén de simbolismo bíblico
Nuquí,Chocó,Origen Indigena,"En lengua indígena significa “río de los micos”. ""Bajirá"" por río indígena."
Ocamonte,Santander,Origen Indigena,Nombre de origen indígena local sin significado exacto conocido.
Onzaga,Santander,Origen Indigena,Del lenguaje guane que significa “lugar frío y ventoso”.
Orito,Putumayo,Origen Indigena,Por la presencia de oro en el río y la riqueza natural.
Orocué,Casanare,Origen Indigena,Por su ubicación en zona de ríos y llanuras pantanosas indígenas.
Pacoa,Vaupés,Origen Indigena,Nombre de origen indígena propio de la región amazónica.
Paicol,Huila,Origen Indigena,Del nombre de una comunidad indígena local.
Pailitas,Cesar,Origen Indigena,Por la extensión de la sabana y raíces indígenas.
Paime,Cundinamarca,Origen Indigena,Nombre chibcha que hace referencia a “el cerro o lugar alto”.
Palmito,Sucre,Origen Natural,Por la abundancia de palmas pequeñas o “palmitos” en la zona.
Pana Pana,Guainía,Origen Indigena,Topónimo indígena del área amazónica.
Pandi,Cundinamarca,Origen Indigena,Nombre de origen muisca con referencia geográfica local.
Papunahua,Vaupés,Origen Indigena,Nombrado por tribus indígenas de la región.
Páramo,Santander,Origen Natural,Por la vegetación de páramo característica de la región.
Patía,Cauca,Origen Indigena,Por el río Patía
Pedraza,Magdalena,Origen Europeo,En honor a persona o lugar español llamado Pedraza. nombre ancestral indígena.
Pelaya,Cesar,Origen Indigena,Nombre indígena del área de serranías y sabanas.
Piedecuesta,Santander,Origen Indigena,Del muisca “piedra cerca de la quebrada o río”.
Piedras,Tolima,Origen Natural,Por las formaciones rocosas que caracterizan el territorio.
Piendamó - Tunía,Cauca,Origen Indigena,Nombres de pueblos indígenas de la región.
Pijiño del Carmen,Magdalena,Origen Indigena,Nombre de origen indígena local.
Pinchote,Santander,Origen Indigena,De vocablos indígenas para lugar de lagunas.
Pital,Huila,Origen Natural,Por plantas de pita o fique abundantes en la zona.
Planadas,Tolima,Origen Natural,Por sus amplias planicies agrícolas.
Plato,Magdalena,Origen Natural,Por su ubicación en la planicie del río Magdalena.
Polonuevo,Atlántico,Origen Indigena,Nombre indígena incorporado sin significado claro.
Pore,Casanare,Origen Indigena,Por palabra indígena local derivada de comunidades nativas.
Prado,Tolima,Origen Natural,Por las praderas o pastizales del lugar.
Providencia,"Archipiélago de San Andrés, Providencia y Santa Catalina",Origen Religioso,Origen Religioso
Pueblo Bello,Cesar,Origen Religioso,Por su agradable clima y paisaje.Por la Providencia divina protegida en la isla.
Pueblo Nuevo,Córdoba,Origen Natural,Por ser una población nueva respecto a asentamientos previos.
Pueblo Rico,Risaralda,Origen Natural,Por las riquezas naturales y agropecuarias.
Puebloviejo,Magdalena,Origen Natural,Nombre relacionado con un antiguo asentamiento en la zona.
Puente Nacional,Santander,Otro Origen,Por el puente que une las regiones en un paso importante.
Puerrres,Nariño,Origen Indigena,Nombre indígena local derivado de etnias pastos.
Puerto Alegría,Amazonas,Origen Natural,Nombrado por la alegría de su fundación en territorio amazónico.
Puerto Arica,Amazonas,Origen por nombre de una persona,En honor a personas o la ciudad chilena de Arica.
Puerto Colombia,Guainía,Origen Natural,Por ser un puerto fluvial en territorio de Guainía.
Puerto Libertador,Córdoba,Origen Natural,Por ser un puerto en la zona de influencia del río Sinú.
Puerto Parra,Santander,Origen Natural,Por estar ubicado en la región del río Parra.
Puerto Salgar,Cundinamarca,Origen por nombre de una persona,En honor a Enrique Salgar
Puerto Santander,Amazonas,Origen por nombre de una persona,En honor a Francisco de Paula Santander. prócer colombiano.
Puerto Santander,Norte de Santander,Origen por nombre de una persona,En honor a Francisco de Paula Santander.
Puerto Tejada,Cauca,Origen por nombre de una persona,En honor a Juan Tejada
Puerto Wilches,Santander,Origen por nombre de una persona,En honor a una familia significativa local. líder local.
Pupiales,Nariño,Origen Indigena,Nombre de origen indígena relacionado con la región.
Purificación,Tolima,Origen Religioso,En referencia a la Purificación de la Virgen María.
Purísima de la Concepción,Córdoba,Origen Religioso,En honor a la Purísima Concepción.
Quebradanegra,Cundinamarca,Origen Natural,Por la presencia de una quebrada de aguas oscuras.
Recetor,Casanare,Origen Indigena,Nombre de raíz indígena local.
Regidor,Bolívar,Origen por nombre de una persona,Por encomendero o autoridad local colonial.
Remolino,Magdalena,Origen Natural,Por un remolino en el río Magdalena cercano.
Ricaurte,Cundinamarca,Origen por nombre de una persona,En honor a Antonio Ricaurte
Ricaurte,Nariño,Origen por nombre de una persona,En honor a Antonio Ricaurte. héroe de independencia.
Río de Oro,Cesar,Origen Natural,Por hallazgos de oro en sus tierras y río.
Río Iró,Chocó,Origen Natural,Nombre del río Iró
Río Quito,Chocó,Origen Natural,Por el río Quito que cruza el municipio. fundamental para la zona.
Río Viejo,Bolívar,Origen Natural,Por el río viejo que marca la geografía local.
Rioblanco,Tolima,Origen Natural,Por el río blanco que cruza el municipio.
Riofrío,Valle del Cauca,Origen Natural,Por el río frío de la región.
Riohacha,La Guajira,Origen Natural,Por el provocativo “riohacha” o rio con desembocadura ancha.
Rionegro,Santander,Origen Natural,Por el río negro que aparece en la zona.
Riosucio,Caldas,Origen Natural,Por la mezcla de varios ríos que forma el lugar.
Riosucio,Chocó,Origen Natural,Por ríos turbulentos en la región.
Risaralda,Caldas,Origen por nombre de una persona,En honor a Manuel José de Risaralda
Roldanillo,Valle del Cauca,Origen por nombre de una persona,Por Juan Roldán militar.
Sabana de Torres,Santander,Origen Natural,Por las sabanas en la zona y la geografía llana. colono fundador.
Sabanalarga,Casanare,Origen Natural,Por la extensa sabana que caracteriza el territorio.
Sabanas de San Ángel,Magdalena,Origen Natural,Por las sabanas y la cercanía a San Ángel.
Saboyá,Boyacá,Origen Indigena,Del lenguaje muisca
Sácama,Casanare,Origen Indigena,Del nombre de uno de los caciques indígenas. nombre de un cacique o lugar indígena.
Sáchica,Boyacá,Origen Indigena,Por el cacique Sáchica que gobernaba la zona.
Salazar,Norte de Santander,Origen Europeo,En honor a la familia Salazar o localidades homónimas españolas.
